user_id,orig_row,M2ID,M2FAMNUM,answered
1590,6688,18663.0,103498.0,20
1591,340,10435.0,120085.0,134
1592,5635,17281.0,120950.0,161
1593,5916,17654.0,103080.0,127
1594,2012,12579.0,120099.0,117
1595,3209,14121.0,110227.0,186
1596,1849,12379.0,110132.0,138
1597,5028,16507.0,102632.0,147
1598,5014,16487.0,110372.0,136
1599,3801,14919.0,120954.0,130
1600,7069,19150.0,120732.0,179
1601,1174,11527.0,120515.0,142
1602,3761,14866.0,110284.0,186
1603,88,10117.0,100049.0,193
1604,7026,19091.0,120142.0,173
1605,6411,18303.0,110265.0,170
1606,3598,14644.0,101878.0,173
1607,2939,13760.0,110205.0,183
1608,330,10425.0,100174.0,24
1609,5688,17352.0,102964.0,119
1610,4196,15441.0,110438.0,190
1611,981,11261.0,100518.0,24
1612,4341,15622.0,102273.0,25
1613,1382,11793.0,100738.0,27
1614,2243,12870.0,120565.0,166
1615,2852,13644.0,120344.0,173
1616,6713,18699.0,103516.0,147
1617,4949,16404.0,110178.0,168
1618,5614,17254.0,102924.0,152
1619,1889,12431.0,101007.0,184
1620,2481,13178.0,110403.0,186
1621,1930,12481.0,101025.0,185
1622,3235,14159.0,101706.0,150
1623,1232,11598.0,120464.0,16
1624,6029,17791.0,110450.0,137
1625,4880,16318.0,110353.0,19
1626,3532,14553.0,120363.0,188
1627,5179,16690.0,102702.0,175
1628,4772,16176.0,102505.0,18
1629,4752,16151.0,110528.0,174
1630,4898,16340.0,102567.0,164
1631,5640,17289.0,120764.0,134
1632,157,10203.0,100087.0,131
1633,6477,18384.0,110481.0,169
1634,1705,12196.0,120404.0,17
1635,2062,12638.0,101097.0,188
1636,284,10368.0,110285.0,135
1637,1027,11328.0,120659.0,108
1638,6509,18424.0,120335.0,181
1639,6596,18545.0,103441.0,149
1640,2986,13817.0,110267.0,155
1641,3103,13980.0,101646.0,184
1642,1767,12270.0,100945.0,27
1643,3807,14926.0,101992.0,177
1644,722,10918.0,120158.0,124
1645,5052,16541.0,102643.0,25
1646,4825,16243.0,102527.0,156
1647,456,10577.0,120858.0,136
1648,770,10982.0,100406.0,125
1649,3330,14276.0,101758.0,19
1650,4040,15235.0,102106.0,175
1651,6889,18921.0,120456.0,122
1652,3095,13969.0,101643.0,169
1653,6554,18489.0,103416.0,199
1654,5954,17704.0,103099.0,182
1655,775,10987.0,100410.0,23
1656,3350,14300.0,120766.0,191
1657,4305,15574.0,120366.0,174
1658,4490,15806.0,102352.0,186
1659,6106,17885.0,120240.0,176
1660,4369,15654.0,102288.0,162
1661,1740,12239.0,110518.0,170
1662,3968,15137.0,102073.0,120
1663,2762,13532.0,101464.0,25
1664,5774,17467.0,110259.0,173
1665,5879,17603.0,110438.0,176
1666,2484,13182.0,101312.0,124
1667,5725,17402.0,102984.0,132
1668,5530,17148.0,120641.0,193
1669,663,10835.0,100359.0,141
1670,1328,11721.0,120007.0,158
1671,6041,17804.0,103142.0,23
1672,95,10126.0,100053.0,154
1673,2739,13504.0,101452.0,188
1674,4301,15570.0,120482.0,111
1675,2775,13547.0,110335.0,161
1676,5226,16747.0,102725.0,106
1677,5121,16622.0,120945.0,17
1678,3304,14240.0,101744.0,161
1679,423,10537.0,100226.0,167
1680,2352,13007.0,101246.0,170
1681,87,10116.0,120462.0,119
1682,3791,14907.0,101985.0,173
1683,6629,18584.0,110449.0,191
1684,2568,13292.0,101354.0,21
1685,5278,16818.0,102754.0,182
1686,2750,13517.0,101457.0,126
1687,4621,15976.0,102417.0,175
1688,6807,18819.0,120139.0,169
1689,5338,16900.0,102782.0,149
1690,4634,15997.0,110342.0,190
1691,4465,15774.0,102338.0,179
1692,3347,14297.0,101765.0,125
1693,1499,11942.0,100804.0,180
1694,4951,16406.0,102592.0,193
1695,6460,18363.0,120827.0,113
1696,4663,16040.0,110078.0,190
1697,6955,19000.0,110137.0,171
1698,1159,11510.0,100622.0,111
1699,366,10467.0,100195.0,20
1700,5960,17710.0,120538.0,168
1701,2210,12826.0,101166.0,167
1702,287,10374.0,120740.0,176
1703,5858,17571.0,120106.0,20
1704,6192,18004.0,103220.0,22
1705,339,10434.0,120758.0,22
1706,7005,19065.0,103666.0,139
1707,6495,18405.0,103383.0,131
1708,3498,14507.0,110495.0,176
1709,6972,19026.0,103647.0,175
1710,2486,13185.0,120155.0,120
1711,5843,17553.0,103048.0,26
1712,1028,11329.0,100545.0,167
1713,6553,18488.0,103415.0,129
1714,5469,17062.0,110411.0,163
1715,185,10242.0,120623.0,22
1716,6301,18158.0,120742.0,192
1717,6124,17910.0,110242.0,172
1718,7010,19071.0,103669.0,176
1719,5924,17665.0,103085.0,152
1720,4528,15853.0,102372.0,142
1721,1878,12418.0,100998.0,152
1722,4007,15194.0,102087.0,169
1723,1581,12038.0,100845.0,22
1724,457,10578.0,120112.0,176
1725,803,11034.0,100426.0,129
1726,2298,12936.0,101216.0,198
1727,5602,17241.0,102917.0,197
1728,2133,12727.0,110152.0,188
1729,1339,11734.0,110097.0,194
1730,966,11239.0,120804.0,185
1731,5495,17098.0,102862.0,170
1732,5859,17572.0,120707.0,104
1733,533,10670.0,100287.0,185
1734,2819,13601.0,101494.0,188
1735,6076,17849.0,120637.0,184
1736,5453,17044.0,102844.0,185
1737,2628,13366.0,120289.0,178
1738,2158,12759.0,110108.0,147
1739,829,11068.0,120959.0,183
1740,3647,14709.0,101899.0,181
1741,4833,16254.0,102533.0,165
1742,4281,15545.0,120587.0,174
1743,1898,12440.0,120372.0,162
1744,4555,15890.0,110335.0,155
1745,5519,17132.0,110029.0,192
1746,6300,18155.0,120588.0,182
1747,2366,13027.0,120030.0,190
1748,2543,13262.0,101341.0,168
1749,6162,17963.0,110460.0,181
1750,156,10202.0,120061.0,166
1751,4043,15238.0,110252.0,130
1752,3709,14792.0,120887.0,144
1753,5184,16696.0,102704.0,174
1754,7074,19155.0,120452.0,155
1755,2637,13378.0,120789.0,178
1756,286,10372.0,110417.0,136
1757,2889,13698.0,120260.0,153
1758,4758,16159.0,102496.0,183
1759,5312,16868.0,110136.0,172
1760,5646,17295.0,102942.0,174
1761,167,10220.0,120349.0,189
1762,3130,14014.0,120618.0,184
1763,2448,13134.0,101293.0,181
1764,6667,18636.0,103486.0,23
1765,6998,19057.0,103662.0,180
1766,1129,11468.0,100603.0,176
1767,6226,18051.0,103239.0,127
1768,3360,14313.0,101771.0,166
1769,5220,16739.0,102722.0,187
1770,5340,16902.0,110186.0,160
1771,6331,18201.0,120935.0,164
1772,6517,18436.0,120228.0,191
1773,5329,16889.0,102775.0,161
1774,6032,17794.0,103137.0,158
1775,2680,13430.0,120109.0,150
1776,1391,11805.0,120101.0,178
1777,4656,16028.0,102438.0,191
1778,3003,13841.0,101591.0,28
1779,6592,18540.0,103438.0,170
1780,5158,16664.0,110453.0,105
1781,2554,13276.0,110181.0,135
1782,1312,11699.0,100702.0,171
1783,1515,11964.0,100813.0,125
1784,1458,11890.0,120253.0,178
1785,4822,16240.0,110441.0,166
1786,4950,16405.0,102591.0,130
1787,5983,17738.0,103110.0,112
1788,641,10803.0,100345.0,154
1789,5907,17643.0,103076.0,165
1790,3435,14420.0,120455.0,132
1791,2578,13303.0,120892.0,161
1792,6701,18684.0,103507.0,114
1793,1654,12126.0,110523.0,163
1794,746,10952.0,110118.0,175
1795,1160,11511.0,110120.0,163
1796,6997,19056.0,110175.0,118
1797,312,10403.0,120498.0,169
1798,3732,14829.0,120780.0,114
1799,2877,13680.0,110266.0,158
1800,626,10785.0,100336.0,175
1801,1350,11752.0,100722.0,156
1802,5767,17455.0,120488.0,149
1803,6569,18511.0,110491.0,137
1804,4182,15423.0,102186.0,186
1805,995,11283.0,120935.0,167
1806,650,10816.0,100350.0,194
1807,5065,16559.0,110087.0,150
1808,2725,13489.0,101446.0,138
1809,6739,18730.0,110477.0,175
1810,3177,14078.0,101680.0,23
1811,7105,19190.0,110528.0,144
1812,3681,14755.0,101921.0,190
1813,3109,13989.0,110146.0,120
1814,2089,12669.0,101107.0,148
1815,6985,19039.0,110263.0,120
1816,731,10928.0,110437.0,148
1817,6079,17852.0,103163.0,23
1818,997,11286.0,100528.0,164
1819,1189,11543.0,110090.0,157
1820,5147,16653.0,120426.0,122
1821,404,10514.0,120149.0,178
1822,2653,13396.0,120109.0,120
1823,513,10642.0,100275.0,191
1824,4230,15482.0,102216.0,177
1825,4745,16143.0,102491.0,178
1826,2125,12717.0,101129.0,199
1827,5155,16661.0,120211.0,21
1828,5827,17535.0,103038.0,146
1829,4273,15534.0,110408.0,184
1830,6533,18460.0,120531.0,195
1831,4572,15916.0,102390.0,185
1832,1538,11991.0,110110.0,140
1833,1856,12389.0,100987.0,157
1834,1951,12504.0,110015.0,179
1835,1745,12244.0,100931.0,134
1836,3566,14603.0,101866.0,190
1837,1637,12108.0,100878.0,179
1838,6733,18722.0,120279.0,181
1839,6989,19043.0,120396.0,177
1840,2039,12607.0,120457.0,168
1841,5575,17209.0,110010.0,120
1842,5611,17251.0,102923.0,177
1843,2551,13273.0,101344.0,178
1844,7044,19117.0,120284.0,130
1845,6490,18399.0,120769.0,146
1846,2724,13488.0,101445.0,186
1847,4679,16060.0,120633.0,166
1848,6993,19050.0,103658.0,116
1849,1049,11351.0,100558.0,180
1850,1743,12242.0,100929.0,181
1851,6182,17993.0,103213.0,28
1852,845,11088.0,100454.0,194
1853,3942,15102.0,120574.0,100
1854,704,10892.0,110141.0,18
1855,5390,16963.0,120144.0,139
1856,4209,15454.0,102204.0,173
1857,6143,17936.0,103193.0,186
1858,6639,18597.0,103468.0,166
1859,4564,15904.0,110338.0,155
1860,624,10782.0,100335.0,114
1861,7065,19144.0,120247.0,192
1862,1121,11457.0,110147.0,190
1863,3269,14200.0,101724.0,182
1864,4849,16275.0,102542.0,193
1865,2409,13082.0,110103.0,188
1866,5734,17414.0,120340.0,169
1867,3864,15002.0,102018.0,154
1868,85,10114.0,100048.0,191
1869,2749,13514.0,101456.0,165
1870,289,10376.0,100151.0,165
1871,3359,14312.0,120106.0,20
1872,3753,14857.0,101962.0,144
1873,6146,17942.0,103195.0,167
1874,22,10027.0,100014.0,145
1875,6401,18290.0,120397.0,163
1876,4816,16230.0,110352.0,136
1877,4986,16452.0,102611.0,142
1878,1775,12281.0,120679.0,128
1879,2772,13544.0,101471.0,27
1880,2182,12789.0,120073.0,19
1881,3065,13934.0,101623.0,163
1882,1387,11799.0,110102.0,180
1883,2330,12977.0,110165.0,129
1884,6605,18554.0,120537.0,143
1885,1298,11678.0,100696.0,168
1886,7093,19176.0,110527.0,142
1887,1117,11450.0,100596.0,135
1888,1739,12238.0,120391.0,167
1889,4551,15885.0,102380.0,182
1890,4855,16281.0,110358.0,191
1891,3310,14246.0,101746.0,139
1892,6883,18911.0,103601.0,164
1893,2060,12635.0,101095.0,168
1894,450,10568.0,110083.0,160
1895,3590,14635.0,110471.0,160
1896,6117,17900.0,110458.0,180
1897,3678,14752.0,110385.0,171
1898,6188,18000.0,103218.0,128
1899,2074,12650.0,120822.0,173
1900,3556,14590.0,110322.0,177
1901,4411,15711.0,120068.0,165
1902,4529,15854.0,110400.0,156
1903,2951,13776.0,110201.0,161
1904,5625,17267.0,102932.0,179
1905,3050,13914.0,101613.0,183
1906,4901,16343.0,120476.0,178
1907,177,10231.0,100096.0,135
1908,6049,17813.0,103147.0,22
1909,6470,18376.0,103371.0,179
1910,5943,17689.0,103095.0,130
1911,1611,12075.0,110174.0,177
1912,593,10747.0,100319.0,23
1913,4644,16011.0,102430.0,199
1914,2097,12678.0,101112.0,21
1915,3637,14695.0,110277.0,153
1916,4546,15879.0,102376.0,166
1917,148,10193.0,100081.0,20
1918,5559,17189.0,120365.0,139
1919,5272,16810.0,110420.0,179
1920,6382,18267.0,110344.0,162
1921,6585,18530.0,120749.0,113
1922,5285,16829.0,102756.0,193
1923,1548,12002.0,100832.0,184
1924,5952,17701.0,110371.0,164
1925,4525,15850.0,102370.0,25
1926,2314,12955.0,120451.0,110
1927,2244,12871.0,120296.0,167
1928,5024,16500.0,120463.0,132
1929,3645,14707.0,101897.0,21
1930,3635,14693.0,101892.0,24
1931,2922,13734.0,120322.0,22
1932,797,11025.0,100422.0,118
1933,2565,13289.0,101352.0,156
1934,3682,14756.0,101922.0,178
1935,6714,18700.0,103517.0,175
1936,5959,17709.0,120014.0,181
1937,3148,14044.0,101668.0,146
1938,3355,14306.0,101769.0,193
1939,6805,18816.0,103563.0,158
1940,6219,18042.0,103234.0,192
1941,529,10664.0,120871.0,178
1942,4017,15207.0,102093.0,140
1943,2297,12935.0,101215.0,152
1944,5905,17641.0,103075.0,142
1945,1177,11530.0,120096.0,157
1946,2514,13225.0,120219.0,19
1947,1142,11485.0,100612.0,184
1948,515,10645.0,100277.0,186
1949,3215,14132.0,120737.0,18
1950,2333,12980.0,110166.0,170
1951,111,10145.0,100062.0,167
1952,3973,15142.0,110345.0,162
1953,5765,17453.0,103006.0,27
1954,4199,15444.0,102195.0,22
1955,3666,14736.0,101911.0,185
1956,2698,13454.0,101430.0,184
1957,6181,17992.0,110462.0,186
1958,5714,17389.0,102978.0,171
1959,314,10405.0,120175.0,168
1960,4936,16386.0,102585.0,178
1961,6777,18776.0,120548.0,140
1962,147,10192.0,100080.0,181
1963,6438,18335.0,120167.0,168
1964,1672,12149.0,110294.0,171
1965,1324,11716.0,100709.0,167
1966,891,11147.0,100478.0,188
1967,3459,14459.0,120103.0,175
1968,1518,11967.0,100815.0,171
1969,6994,19051.0,103659.0,148
1970,4575,15920.0,102392.0,21
1971,2178,12784.0,120402.0,127
1972,2669,13417.0,101415.0,130
1973,3275,14206.0,120936.0,168
1974,6487,18396.0,103378.0,135
1975,4307,15578.0,120739.0,175
1976,868,11115.0,120388.0,169
1977,2544,13263.0,120186.0,111
1978,1771,12274.0,100947.0,142
1979,4236,15488.0,120881.0,129
1980,3396,14363.0,120480.0,181
1981,5746,17431.0,110401.0,164
1982,3192,14098.0,101689.0,164
1983,431,10547.0,100232.0,90
1984,5031,16513.0,120720.0,78
1985,4176,15413.0,102182.0,132
1986,6063,17828.0,120584.0,113
1987,6025,17785.0,110216.0,139
1988,1101,11427.0,110072.0,14
1989,2582,13307.0,101362.0,152
1990,4693,16078.0,120094.0,156
1991,4324,15599.0,110026.0,119
1992,5796,17494.0,110430.0,167
1993,2380,13050.0,101261.0,22
1994,6826,18843.0,103574.0,175
1995,168,10221.0,120708.0,190
1996,1052,11354.0,100560.0,164
1997,2512,13222.0,110229.0,167
1998,394,10501.0,120059.0,188
1999,5600,17239.0,102915.0,192
2000,4172,15408.0,120437.0,173
2001,2683,13434.0,101423.0,23
2002,2635,13376.0,101397.0,183
2003,996,11284.0,120928.0,191
2004,6786,18787.0,120097.0,17
2005,6876,18902.0,103597.0,172
2006,5659,17314.0,102950.0,123
2007,1053,11355.0,110081.0,157
2008,7089,19171.0,103708.0,114
2009,6107,17886.0,110257.0,182
2010,6485,18394.0,103377.0,153
2011,5324,16882.0,102773.0,164
2012,7030,19096.0,110069.0,143
2013,5589,17225.0,110227.0,177
2014,5815,17522.0,103032.0,27
2015,1482,11919.0,110149.0,178
2016,1106,11435.0,110171.0,169
2017,3401,14368.0,110243.0,127
2018,790,11013.0,100417.0,173
2019,4290,15559.0,110486.0,146
2020,4485,15800.0,102350.0,171
2021,3376,14332.0,120071.0,179
2022,6898,18932.0,120542.0,188
2023,4193,15438.0,110042.0,180
2024,4406,15705.0,102311.0,180
2025,5613,17253.0,120661.0,138
2026,1397,11815.0,120610.0,179
2027,5739,17423.0,102989.0,132
2028,6952,18995.0,103638.0,153
2029,4567,15909.0,102388.0,23
2030,3558,14592.0,110264.0,173
2031,6103,17882.0,103177.0,184
2032,4013,15203.0,102090.0,21
2033,1315,11703.0,110389.0,17
2034,3094,13968.0,101642.0,169
2035,2718,13482.0,101440.0,130
2036,4093,15300.0,102138.0,161
2037,2716,13479.0,101439.0,22
2038,5966,17720.0,103104.0,165
2039,234,10306.0,120594.0,164
2040,4283,15547.0,120388.0,154
2041,5131,16635.0,102682.0,184
2042,2389,13059.0,101265.0,167
2043,4034,15228.0,102101.0,163
2044,6780,18779.0,103550.0,159
2045,1149,11496.0,120246.0,120
2046,5361,16927.0,102797.0,143
2047,6491,18400.0,110484.0,178
2048,4604,15957.0,102408.0,26
2049,1202,11563.0,120167.0,180
2050,6071,17838.0,103159.0,96
2051,3694,14773.0,101928.0,171
2052,2208,12824.0,101165.0,171
2053,6746,18738.0,103532.0,196
2054,6976,19030.0,103649.0,178
2055,1431,11851.0,120628.0,167
2056,5180,16691.0,110390.0,177
2057,2222,12844.0,101173.0,142
2058,3914,15062.0,110294.0,183
2059,3934,15092.0,110107.0,182
2060,279,10361.0,110519.0,196
2061,753,10962.0,110057.0,188
2062,4637,16003.0,102426.0,179
2063,1301,11681.0,110008.0,121
2064,3386,14347.0,110239.0,175
2065,2894,13703.0,101536.0,173
2066,2009,12576.0,101066.0,22
2067,3615,14668.0,110271.0,105
2068,208,10269.0,100111.0,179
2069,2920,13732.0,101549.0,146
2070,2794,13572.0,101482.0,194
2071,3379,14338.0,101782.0,20
2072,6363,18240.0,103318.0,21
2073,1910,12457.0,110138.0,116
2074,1353,11760.0,110099.0,124
2075,5539,17160.0,110419.0,124
2076,4971,16434.0,110489.0,167
2077,6204,18023.0,103224.0,184
2078,532,10668.0,100286.0,25
2079,5658,17313.0,102949.0,187
2080,6967,19016.0,110519.0,158
2081,6819,18836.0,120278.0,126
2082,5009,16482.0,102623.0,124
2083,5825,17532.0,110323.0,171
2084,5980,17734.0,103108.0,133
2085,2164,12767.0,120454.0,151
2086,3831,14960.0,102002.0,121
2087,3139,14030.0,101663.0,48
2088,5702,17372.0,102972.0,185
2089,1838,12368.0,110219.0,176
2090,6962,19011.0,103643.0,191
2091,4690,16074.0,102456.0,22
2092,804,11036.0,120191.0,130
2093,5609,17249.0,110003.0,177
2094,3493,14501.0,101835.0,176
2095,6458,18360.0,103364.0,183
2096,831,11070.0,100442.0,131
2097,1029,11330.0,100546.0,127
2098,7071,19152.0,103700.0,197
2099,6298,18153.0,120371.0,174
2100,2313,12954.0,101224.0,185
2101,1706,12197.0,120708.0,129
2102,6279,18129.0,120315.0,165
2103,6416,18309.0,110124.0,16
2104,192,10250.0,100102.0,126
2105,1178,11531.0,100631.0,123
2106,6758,18752.0,120785.0,174
2107,3881,15023.0,102032.0,132
2108,3847,14981.0,120837.0,135
2109,6075,17848.0,110451.0,173
2110,6278,18128.0,103269.0,23
2111,2205,12821.0,120152.0,189
2112,2972,13801.0,101576.0,142
2113,4769,16172.0,102504.0,169
2114,835,11075.0,100446.0,193
2115,5802,17504.0,120518.0,185
2116,6259,18099.0,103257.0,184
2117,6573,18516.0,103428.0,21
2118,4836,16258.0,120339.0,195
2119,3374,14328.0,120340.0,180
2120,3426,14405.0,101805.0,170
2121,1093,11416.0,120775.0,161
2122,4213,15460.0,120015.0,170
2123,231,10303.0,100125.0,183
2124,7084,19166.0,120817.0,176
2125,595,10749.0,110459.0,181
2126,5344,16907.0,102785.0,125
2127,6202,18021.0,103223.0,156
2128,5077,16573.0,120640.0,170
2129,5993,17748.0,103114.0,20
2130,5334,16895.0,102778.0,17
2131,2675,13424.0,101418.0,156
2132,1709,12200.0,110290.0,162
2133,5846,17557.0,120386.0,192
2134,6950,18993.0,110517.0,170
2135,6957,19004.0,103642.0,121
2136,1320,11710.0,110340.0,171
2137,2063,12639.0,120533.0,184
2138,728,10925.0,110092.0,18
2139,3506,14517.0,110429.0,168
2140,5167,16676.0,102695.0,196
2141,3737,14835.0,101954.0,106
2142,6266,18107.0,120805.0,180
2143,5583,17218.0,102908.0,132
2144,890,11146.0,120239.0,185
2145,1285,11663.0,100688.0,189
2146,4212,15459.0,120497.0,168
2147,2098,12679.0,101113.0,129
2148,1690,12174.0,120097.0,166
2149,4419,15720.0,120849.0,20
2150,3161,14059.0,120898.0,192
2151,3370,14324.0,101777.0,180
2152,2482,13179.0,101311.0,171
2153,1404,11823.0,100749.0,176
2154,3575,14615.0,101869.0,131
2155,2447,13133.0,110379.0,160
2156,6277,18126.0,103268.0,161
2157,2517,13228.0,120952.0,88
2158,4607,15960.0,120029.0,121
2159,5178,16689.0,102701.0,142
2160,3250,14177.0,101712.0,155
2161,1586,12044.0,100849.0,192
2162,6175,17984.0,110461.0,182
2163,525,10659.0,100282.0,179
2164,6126,17912.0,110126.0,120
2165,725,10921.0,100384.0,162
2166,2216,12833.0,101170.0,112
2167,2275,12909.0,101204.0,188
2168,2259,12890.0,101194.0,169
2169,4195,15440.0,120888.0,130
2170,6754,18746.0,110502.0,185
2171,7016,19079.0,103673.0,189
2172,4376,15664.0,120607.0,127
2173,2065,12641.0,101098.0,27
2174,6281,18131.0,120182.0,162
2175,1845,12375.0,120764.0,124
2176,2387,13057.0,120193.0,128
2177,190,10248.0,100101.0,177
2178,3253,14181.0,101715.0,161
2179,441,10557.0,120769.0,132
2180,6169,17976.0,103205.0,139
2181,6006,17763.0,103122.0,182
2182,1872,12409.0,120808.0,135
2183,4328,15604.0,120138.0,126
2184,3049,13913.0,120418.0,112
2185,3127,14010.0,101657.0,127
2186,768,10979.0,100404.0,181
2187,6771,18769.0,110503.0,168
2188,1041,11343.0,100553.0,159
2189,4080,15285.0,102132.0,195
2190,6322,18190.0,110301.0,173
2191,575,10724.0,100310.0,18
2192,4862,16292.0,110350.0,187
2193,5560,17190.0,110075.0,20
2194,4400,15698.0,102308.0,131
2195,4550,15884.0,102379.0,115
2196,5359,16925.0,110126.0,107
2197,2138,12734.0,101136.0,171
2198,4687,16071.0,120137.0,144
2199,6958,19005.0,110518.0,177
2200,1398,11816.0,120901.0,144
2201,8,10010.0,120378.0,169
2202,5035,16518.0,120361.0,131
2203,6861,18886.0,103588.0,25
2204,4438,15742.0,120760.0,168
2205,6429,18325.0,103351.0,194
2206,2806,13587.0,101488.0,142
2207,6211,18032.0,120630.0,168
2208,6857,18882.0,110513.0,136
2209,1861,12395.0,100990.0,188
2210,6921,18960.0,103622.0,195
2211,6293,18148.0,103276.0,128
2212,6287,18140.0,120382.0,194
2213,4643,16010.0,120467.0,165
2214,6489,18398.0,103380.0,172
2215,2780,13554.0,120522.0,92
2216,2082,12659.0,101101.0,185
2217,4078,15283.0,102130.0,132
2218,4791,16198.0,120776.0,163
2219,0,10001.0,110498.0,175
2220,146,10191.0,120375.0,173
2221,4377,15665.0,102293.0,180
2222,2396,13068.0,120351.0,17
2223,3799,14917.0,120461.0,123
2224,72,10099.0,110257.0,173
2225,4650,16020.0,102434.0,146
2226,486,10610.0,110427.0,164
2227,5173,16684.0,120855.0,118
2228,1831,12354.0,100975.0,168
2229,6398,18286.0,103340.0,174
2230,2441,13127.0,120796.0,21
2231,1835,12360.0,100978.0,149
2232,2374,13038.0,120419.0,20
2233,2556,13278.0,101345.0,179
2234,5671,17327.0,120126.0,167
2235,5869,17590.0,120406.0,182
2236,4980,16446.0,120788.0,167
2237,1550,12004.0,110088.0,115
2238,7106,19191.0,120390.0,135
2239,2076,12652.0,120903.0,171
2240,206,10266.0,120595.0,171
2241,5199,16714.0,102712.0,147
2242,5402,16978.0,110478.0,163
2243,986,11271.0,100521.0,130
2244,4056,15254.0,102119.0,21
2245,2644,13385.0,101402.0,185
2246,3158,14055.0,101671.0,182
2247,5470,17063.0,102853.0,152
2248,4733,16129.0,102482.0,143
2249,1922,12472.0,101020.0,178
2250,5813,17520.0,103031.0,25
2251,4169,15404.0,102178.0,176
2252,47,10062.0,110063.0,130
2253,2793,13571.0,101481.0,173
2254,5096,16593.0,102662.0,155
2255,1576,12032.0,120801.0,148
2256,1416,11836.0,120121.0,111
2257,2538,13255.0,110321.0,176
2258,7003,19063.0,103665.0,169
2259,6099,17876.0,103174.0,24
2260,3640,14700.0,101894.0,17
2261,4228,15480.0,102215.0,177
2262,2126,12718.0,101130.0,146
2263,1385,11797.0,100741.0,23
2264,917,11174.0,110068.0,164
2265,2149,12748.0,120684.0,179
2266,5542,17164.0,102885.0,148
2267,1287,11665.0,100690.0,182
2268,4761,16163.0,110298.0,172
2269,3578,14621.0,101870.0,204
2270,3234,14157.0,101705.0,179
2271,7076,19157.0,120250.0,140
2272,1684,12163.0,100901.0,132
2273,4365,15650.0,102284.0,190
2274,3594,14640.0,120403.0,180
2275,4201,15446.0,102197.0,131
2276,5612,17252.0,120080.0,18
2277,2616,13349.0,101388.0,21
2278,2506,13214.0,120128.0,178
2279,4738,16135.0,120906.0,18
2280,742,10948.0,110055.0,171
2281,3581,14624.0,110269.0,182
2282,5380,16952.0,120392.0,173
2283,3248,14174.0,120450.0,156
2284,424,10538.0,100227.0,141
2285,652,10818.0,120461.0,17
2286,240,10313.0,110269.0,176
2287,6980,19034.0,103652.0,147
2288,5376,16947.0,110123.0,183
2289,5288,16832.0,120851.0,191
2290,1727,12223.0,120908.0,171
2291,1958,12514.0,110202.0,20
2292,4520,15842.0,120075.0,169
2293,3141,14032.0,101664.0,174
2294,4667,16046.0,102443.0,24
2295,4879,16317.0,120632.0,174
2296,3982,15153.0,102079.0,179
2297,3781,14894.0,110285.0,153
2298,5715,17390.0,110218.0,178
2299,7041,19114.0,103684.0,164
2300,4536,15864.0,110333.0,138
2301,380,10483.0,100199.0,184
2302,4458,15766.0,102334.0,166
2303,6405,18296.0,110307.0,175
2304,3486,14493.0,110171.0,107
2305,1346,11747.0,110209.0,174
2306,698,10885.0,100373.0,25
2307,6874,18900.0,120112.0,177
2308,3193,14099.0,120219.0,15
2309,4300,15569.0,102252.0,171
2310,6290,18144.0,120174.0,161
2311,6084,17860.0,110453.0,181
2312,1744,12243.0,100930.0,147
2313,1280,11656.0,100684.0,25
2314,3284,14217.0,120087.0,186
2315,1190,11544.0,120237.0,160
2316,2342,12994.0,101240.0,171
2317,6872,18898.0,103596.0,184
2318,408,10520.0,100216.0,201
2319,5692,17357.0,102967.0,142
2320,3776,14887.0,110185.0,138
2321,2671,13420.0,101416.0,169
2322,1212,11574.0,110171.0,151
2323,3224,14144.0,120189.0,158
2324,946,11211.0,100505.0,24
2325,1048,11350.0,100557.0,129
2326,3454,14452.0,120850.0,188
2327,4587,15936.0,110290.0,176
2328,4592,15941.0,102400.0,187
2329,368,10469.0,100197.0,135
2330,610,10767.0,100328.0,22
2331,2023,12591.0,120432.0,192
2332,452,10570.0,100242.0,183
2333,364,10465.0,100193.0,185
2334,4248,15507.0,120523.0,181
2335,11,10014.0,100005.0,188
2336,960,11230.0,100511.0,197
2337,1354,11761.0,120579.0,171
2338,6142,17935.0,103192.0,128
2339,4113,15328.0,120900.0,172
2340,3314,14253.0,101749.0,173
2341,2245,12872.0,120144.0,96
2342,161,10211.0,100088.0,186
2343,6719,18707.0,120641.0,169
2344,5499,17103.0,102864.0,173
2345,1678,12156.0,110009.0,17
2346,1466,11899.0,110225.0,131
2347,6646,18608.0,120274.0,182
2348,6798,18806.0,103559.0,165
2349,3292,14228.0,101738.0,181
2350,4025,15216.0,102097.0,170
2351,6931,18972.0,103627.0,192
2352,2038,12606.0,101084.0,184
2353,435,10551.0,120112.0,133
2354,3826,14952.0,110043.0,170
2355,5772,17465.0,103009.0,110
2356,5812,17518.0,103030.0,170
2357,2546,13266.0,120052.0,173
2358,5520,17134.0,102876.0,194
2359,1715,12206.0,120119.0,165
2360,3479,14481.0,101830.0,154
2361,1105,11434.0,110033.0,170
2362,6546,18478.0,120483.0,125
2363,5662,17317.0,102952.0,186
2364,3394,14359.0,101787.0,124
2365,1233,11599.0,110091.0,172
2366,3500,14510.0,101839.0,185
2367,6035,17797.0,103139.0,180
2368,627,10786.0,120725.0,171
2369,4041,15236.0,102107.0,182
2370,1035,11337.0,100548.0,175
2371,3564,14600.0,110265.0,169
